Teks Berita,Label,Sumber
[SALAH] Malaysia Bakal Kembalikan Ambalat ke Indonesia,Hoax,TurnBackHoax
"[SALAH] Puan Maharani Lengser dari Kursi Ketua...
Unggahan video berisi klaim “Puan Maharani...",Hoax,TurnBackHoax
[SALAH] Puan Maharani Lengser dari Kursi Ketua...,Hoax,TurnBackHoax
"[SALAH] Prabowo, KDM, dan Salsa Erwina Desak...
Unggahan video berisi klaim “Prabowo, KDM,...",Hoax,TurnBackHoax
"[SALAH] Prabowo, KDM, dan Salsa Erwina Desak...",Hoax,TurnBackHoax
"[SALAH] Nepal Berhasil Gulingkan DPR
Unggahan berisi klaim “Nepal berhasil gulingkan...",Hoax,TurnBackHoax
[SALAH] Nepal Berhasil Gulingkan DPR,Hoax,TurnBackHoax
"[PENIPUAN] Akun Facebook Kemnaker ""Bantuan BSU Terkini""
Akun Facebook “Bantuan BSU terkini” merupakan...",Hoax,TurnBackHoax
"[PENIPUAN] Akun Facebook Kemnaker ""Bantuan BSU Terkini""",Hoax,TurnBackHoax
"[SALAH] Demo Besar-besaran di Gedung DPR Jakarta...
Unggahan berisi narasi “demo besar-besaran di...",Hoax,TurnBackHoax
[SALAH] Demo Besar-besaran di Gedung DPR Jakarta...,Hoax,TurnBackHoax
"[SALAH] Prabowo Tunjuk Novel Baswedan Jadi Komisaris...
Novel Baswedan ditugaskan oleh Kapolri Jenderal...",Hoax,TurnBackHoax
[SALAH] Prabowo Tunjuk Novel Baswedan Jadi Komisaris...,Hoax,TurnBackHoax
"[SALAH] TNI-Polri Berhasil Bongkar Bisnis Minyak Ilegal...
Unggahan video berisi klaim “TNI-Polri berhasil...",Hoax,TurnBackHoax
[SALAH] TNI-Polri Berhasil Bongkar Bisnis Minyak Ilegal...,Hoax,TurnBackHoax
"[SALAH] Sufmi Dasco Menyesal Jadi Relawan Prabowo
Unggahan video berisi klaim “Sufmi Dasco...",Hoax,TurnBackHoax
[SALAH] Sufmi Dasco Menyesal Jadi Relawan Prabowo,Hoax,TurnBackHoax
"[SALAH] DPR Sahkan UU Perampasan Aset Imbas...
Unggahan berupa klaim “DPR sahkan UU...",Hoax,TurnBackHoax
[SALAH] DPR Sahkan UU Perampasan Aset Imbas...,Hoax,TurnBackHoax
"[PENIPUAN] Presiden Prabowo Umumkan Bansos Tahap Tiga...
Unggahan berisi klaim “Presiden Prabowo umumkan...",Hoax,TurnBackHoax
[PENIPUAN] Presiden Prabowo Umumkan Bansos Tahap Tiga...,Hoax,TurnBackHoax
"[SALAH] Foto ""Cut Nayla menyampaikan kepada PBB...
Unggahan tersebut masuk ke kategori konten...",Hoax,TurnBackHoax
"[SALAH] Foto ""Cut Nayla menyampaikan kepada PBB...",Hoax,TurnBackHoax
"[SALAH] Mahasiswa Melakukan Demo di Mako Brimob...
Unggahan berisi narasi “Mahasiswa Melakukan Demo...",Hoax,TurnBackHoax
[SALAH] Mahasiswa Melakukan Demo di Mako Brimob...,Hoax,TurnBackHoax
"[SALAH] Rumah Roy Suryo Dijarah dan Dibakar
Unggahan berisi klaim “rumah Roy Suryo...",Hoax,TurnBackHoax
[SALAH] Rumah Roy Suryo Dijarah dan Dibakar,Hoax,TurnBackHoax
"[SALAH] Puteri Komarudin Resmi Jadi Menpora
Unggahan video berisi klaim “Puteri Komarudin...",Hoax,TurnBackHoax
[SALAH] Puteri Komarudin Resmi Jadi Menpora,Hoax,TurnBackHoax
"[SALAH] Video “Demo Purnawirawan TNI Tuntut Pemakzulan...
Unggahan video berisi klaim “demo purnawirawan...",Hoax,TurnBackHoax
[SALAH] Video “Demo Purnawirawan TNI Tuntut Pemakzulan...,Hoax,TurnBackHoax
"[SALAH] 29 Agustus 2025 Ada Penjarahan di...
Unggahan video berisi narasi “29 Agustus...",Hoax,TurnBackHoax
[SALAH] 29 Agustus 2025 Ada Penjarahan di...,Hoax,TurnBackHoax
"[SALAH] Presiden Prabowo Temui Pendemo dan Meminta...
Unggahan video berisi narasi “Presiden Prabowo...",Hoax,TurnBackHoax
[SALAH] Presiden Prabowo Temui Pendemo dan Meminta...,Hoax,TurnBackHoax
"[SALAH] Prabowo Minta Rakyat Jarah Rumah Bahlil...
Unggahan berisi klaim “Prabowo minta rakyat...",Hoax,TurnBackHoax
[SALAH] Prabowo Minta Rakyat Jarah Rumah Bahlil...,Hoax,TurnBackHoax
"[SALAH] Potret Rumah Sri Mulyani Dibakar Massa
Unggahan foto berisi klaim “rumah Sri...",Hoax,TurnBackHoax
[SALAH] Potret Rumah Sri Mulyani Dibakar Massa,Hoax,TurnBackHoax
"[SALAH] Leuwiliang Bogor Bakal Bikin Proyek Mall
Unggahan berisi klaim “Leuwiliang Bogor bakal...",Hoax,TurnBackHoax
[SALAH] Leuwiliang Bogor Bakal Bikin Proyek Mall,Hoax,TurnBackHoax
"[SALAH] Ada Pemerkosaan Mahasiswi Beralmamater Biru di...
Komnas Perempuan memastikan tidak ada laporan...",Hoax,TurnBackHoax
[SALAH] Ada Pemerkosaan Mahasiswi Beralmamater Biru di...,Hoax,TurnBackHoax
"[SALAH] Video Demonstrasi di Citra Raya Cikupa
Unggahan tersebut masuk ke kategori konten...",Hoax,TurnBackHoax
[SALAH] Video Demonstrasi di Citra Raya Cikupa,Hoax,TurnBackHoax
"[PENIPUAN] Alfamart Bagi-bagi 280 Kulkas dan Mesin...
Informasi “Alfamart bagi-bagi 280 kulkas dan...",Hoax,TurnBackHoax
[PENIPUAN] Alfamart Bagi-bagi 280 Kulkas dan Mesin...,Hoax,TurnBackHoax
"[SALAH] Rekaman Suara SBY Marahi Kapolri Listyo...
Video “rekaman suara SBY marahi Kapolri...",Hoax,TurnBackHoax
[SALAH] Rekaman Suara SBY Marahi Kapolri Listyo...,Hoax,TurnBackHoax
"[SALAH] Video “Demo Mahasiswa Buntut Ucapan Sri...
Unggahan video berisi klaim “demo mahasiswa...",Hoax,TurnBackHoax
[SALAH] Video “Demo Mahasiswa Buntut Ucapan Sri...,Hoax,TurnBackHoax
"[SALAH] Prabowo Pindahkan 150 Ribu TKI dari...
Unggahan video berisi klaim “Prabowo pindahkan...",Hoax,TurnBackHoax
[SALAH] Prabowo Pindahkan 150 Ribu TKI dari...,Hoax,TurnBackHoax
"[SALAH] Pemerintah Matikan Fitur Live TikTok untuk...
Unggahan video berisi klaim “pemerintah matikan...",Hoax,TurnBackHoax
[SALAH] Pemerintah Matikan Fitur Live TikTok untuk...,Hoax,TurnBackHoax
"[SALAH] Jurnalis Australia Ditembak Polisi Indonesia saat...
Unggahan video berisi klaim “jurnalis Australia...",Hoax,TurnBackHoax
[SALAH] Jurnalis Australia Ditembak Polisi Indonesia saat...,Hoax,TurnBackHoax
"[SALAH] Verrell Bramasta Mengundurkan Diri dari DPR
Unggahan video berisi klaim “Verrell Bramasta...",Hoax,TurnBackHoax
[SALAH] Verrell Bramasta Mengundurkan Diri dari DPR,Hoax,TurnBackHoax
"[PENIPUAN] Jusuf Hamka Promosikan Situs Judi Online
Unggahan berisi “Jusuf Hamka promosikan situs...",Hoax,TurnBackHoax
[PENIPUAN] Jusuf Hamka Promosikan Situs Judi Online,Hoax,TurnBackHoax
"[SALAH] Ahmad Sahroni Ditangkap saat Pulang dari...
Unggahan berisi klaim “Ahmad Sahroni ditangkap...",Hoax,TurnBackHoax
[SALAH] Ahmad Sahroni Ditangkap saat Pulang dari...,Hoax,TurnBackHoax
"[SALAH] Seorang Warga Kehilangan Penglihatan Usai Pemukimannya...
Unggahan berisi klaim “seorang warga kehilangan...",Hoax,TurnBackHoax
[SALAH] Seorang Warga Kehilangan Penglihatan Usai Pemukimannya...,Hoax,TurnBackHoax
"[SALAH] Rumah Dinas Wagub Jatim Emil Dardak...
Unggahan foto berisi klaim “rumah dinas...",Hoax,TurnBackHoax
[SALAH] Rumah Dinas Wagub Jatim Emil Dardak...,Hoax,TurnBackHoax
"[SALAH] Demonstran Bakar Area Sekitar Summarecon Bekasi
Unggahan video berisi klaim “demonstran bakar...",Hoax,TurnBackHoax
[SALAH] Demonstran Bakar Area Sekitar Summarecon Bekasi,Hoax,TurnBackHoax
"[SALAH] Video Demo di Bandara Soekarno-Hatta 30...
Unggahan video berisi klaim “demo di...",Hoax,TurnBackHoax
[SALAH] Video Demo di Bandara Soekarno-Hatta 30...,Hoax,TurnBackHoax
"[SALAH] Jepang Melakukan Aksi Demo untuk Support...
Unggahan berisi klaim “Jepang melakukan aksi...",Hoax,TurnBackHoax
[SALAH] Jepang Melakukan Aksi Demo untuk Support...,Hoax,TurnBackHoax
"[SALAH] Demo Merembet ke Penangkapan Jokowi
Unggahan berisi klaim “demo merembet ke...",Hoax,TurnBackHoax
[SALAH] Demo Merembet ke Penangkapan Jokowi,Hoax,TurnBackHoax
"[SALAH] Anggota DPR Temui Mahasiswa saat Demo...
Unggahan video berisi narasi “DPR temui...",Hoax,TurnBackHoax
[SALAH] Anggota DPR Temui Mahasiswa saat Demo...,Hoax,TurnBackHoax
"[SALAH] Gedung DPRD Pesawaran, Lampung Gosong Terbakar
Klaim bahwa “Gedung DPRD Kabupaten Pesawaran...",Hoax,TurnBackHoax
"[SALAH] Gedung DPRD Pesawaran, Lampung Gosong Terbakar",Hoax,TurnBackHoax
"[SALAH] Prabowo Bekukan Sementara MPR/DPR
Unggahan berisi klaim “Prabowo bekukan sementara...",Hoax,TurnBackHoax
[SALAH] Prabowo Bekukan Sementara MPR/DPR,Hoax,TurnBackHoax
"[SALAH] Penemuan Alat Bantu Seks di Kediaman...
Unggahan tersebut masuk ke kategori konten...",Hoax,TurnBackHoax
[SALAH] Penemuan Alat Bantu Seks di Kediaman...,Hoax,TurnBackHoax
"[SALAH] Kondisi Ahmad Sahroni, Uya Kuya, dan...
Informasi “kondisi Ahmad Sahroni, Uya Kuya,...",Hoax,TurnBackHoax
"[SALAH] Kondisi Ahmad Sahroni, Uya Kuya, dan...",Hoax,TurnBackHoax
"[SALAH] ART Ahmad Sahroni Luka Parah Akibat...
Unggahan berisi klaim “ART Ahmad Sahroni...",Hoax,TurnBackHoax
[SALAH] ART Ahmad Sahroni Luka Parah Akibat...,Hoax,TurnBackHoax
"[SALAH] 10 Brimob Tewas Dalam Pengamanan Demo
Unggahan berisi klaim “10 Brimob tewas...",Hoax,TurnBackHoax
[SALAH] 10 Brimob Tewas Dalam Pengamanan Demo,Hoax,TurnBackHoax
"[SALAH] Tanggal 1 Desember Jaringan Internet Indonesia...
Unggahan berisi klaim “tanggal 1 Desember...",Hoax,TurnBackHoax
[SALAH] Tanggal 1 Desember Jaringan Internet Indonesia...,Hoax,TurnBackHoax
"[SALAH] Video Aceh Butuh Bendera Kemerdekaan Bintang...
Unggahan tersebut masuk ke kategori konten...",Hoax,TurnBackHoax
[SALAH] Video Aceh Butuh Bendera Kemerdekaan Bintang...,Hoax,TurnBackHoax
"[SALAH] Anggota PSI adalah Ojol Palsu yang...
Kokok Herdhianto Dirgantoro, orang yang ada...",Hoax,TurnBackHoax
[SALAH] Anggota PSI adalah Ojol Palsu yang...,Hoax,TurnBackHoax
"[SALAH] Ahmad Sahroni Jatuh Pingsan Rumahnya Dijarah
Faktanya, foto serupa sebelumnya sudah diunggah...",Hoax,TurnBackHoax
[SALAH] Ahmad Sahroni Jatuh Pingsan Rumahnya Dijarah,Hoax,TurnBackHoax
"[SALAH] PBB Gelar Sidang Darurat, Resmi Bubarkan...
Klaim bahwa “PBB menggelar sidang darurat,...",Hoax,TurnBackHoax
"[SALAH] PBB Gelar Sidang Darurat, Resmi Bubarkan...",Hoax,TurnBackHoax
"[SALAH] Foto Antrean WNA Terjebak di Bandara...
Unggahan foto berisi klaim “antrean WNA...",Hoax,TurnBackHoax
[SALAH] Foto Antrean WNA Terjebak di Bandara...,Hoax,TurnBackHoax
"[SALAH] KPID DKI Jakarta Imbau Lembaga Penyiaran...
Kabar bahwa KPID DKI Jakarta melarang...",Hoax,TurnBackHoax
[SALAH] KPID DKI Jakarta Imbau Lembaga Penyiaran...,Hoax,TurnBackHoax
"[SALAH] Sri Mulyani Mundur dari Jabatan Menteri...
Unggahan berisi narasi “Sri Mulyani Mundur...",Hoax,TurnBackHoax
[SALAH] Sri Mulyani Mundur dari Jabatan Menteri...,Hoax,TurnBackHoax
"[SALAH] Tom Lembong Ungkap Jokowi Telah Lama...
Video “Tom Lembong ungkap Jokowi telah...",Hoax,TurnBackHoax
[SALAH] Tom Lembong Ungkap Jokowi Telah Lama...,Hoax,TurnBackHoax
"[SALAH] Wonosobo Gempar: Warung Jual Soto, Ternyata...
Unggahan dengan narasi “Wonosobo gempar: warung...",Hoax,TurnBackHoax
"[SALAH] Wonosobo Gempar: Warung Jual Soto, Ternyata...",Hoax,TurnBackHoax
"[SALAH] Bagi-bagi Uang Hasil Bongkar Brankas Milik...
Video dengan klaim “bagi-bagi uang hasil...",Hoax,TurnBackHoax
[SALAH] Bagi-bagi Uang Hasil Bongkar Brankas Milik...,Hoax,TurnBackHoax
"[SALAH] Video “Prabowo Temui Mahasiswa saat Demo...
Unggahan berisi video “Prabowo temui mahasiswa...",Hoax,TurnBackHoax
[SALAH] Video “Prabowo Temui Mahasiswa saat Demo...,Hoax,TurnBackHoax
"[SALAH] Video Gerakan Demo Bubarkan DPR RI...
Faktanya aksi demo tersebut terjadi di...",Hoax,TurnBackHoax
[SALAH] Video Gerakan Demo Bubarkan DPR RI...,Hoax,TurnBackHoax
"[SALAH] Perdana Menteri Malaysia Anwar Ibrahim Selalu...
Unggah berisi klaim “Perdana Menteri Malaysia...",Hoax,TurnBackHoax
[SALAH] Perdana Menteri Malaysia Anwar Ibrahim Selalu...,Hoax,TurnBackHoax
"[SALAH] Akun X @SahroniNasdem (Sahroni Berdikari)
Unggahan berisi klaim “Akun X @SahroniNasdem...",Hoax,TurnBackHoax
[SALAH] Akun X @SahroniNasdem (Sahroni Berdikari),Hoax,TurnBackHoax
"[SALAH] Pasien Rudapaksa di RSU UKI Saat...
Informasi “pasien rudapaksa di RSU UKI...",Hoax,TurnBackHoax
[SALAH] Pasien Rudapaksa di RSU UKI Saat...,Hoax,TurnBackHoax
"[SALAH] Kompol Jemmy Adalah Polisi yang Melindas...
Unggahan berisi narasi “Kompol Jemmy adalah...",Hoax,TurnBackHoax
[SALAH] Kompol Jemmy Adalah Polisi yang Melindas...,Hoax,TurnBackHoax
"[SALAH] Rayyan ‘Pacu Jalur’ Meninggal Dunia pada...
Faktanya foto Rayyan ‘Pacu Jalur’ meninggal...",Hoax,TurnBackHoax
[SALAH] Rayyan ‘Pacu Jalur’ Meninggal Dunia pada...,Hoax,TurnBackHoax
"[SALAH] Polisi Penabrak Ojol Gojek Meninggal Dunia...
Unggahan dengan narasi “polisi penabrak ojol...",Hoax,TurnBackHoax
[SALAH] Polisi Penabrak Ojol Gojek Meninggal Dunia...,Hoax,TurnBackHoax
"[SALAH] Potret Demonstrasi Ojek Online 28 Agustus...
Unggahan yang beredar merupakan konten dengan...",Hoax,TurnBackHoax
[SALAH] Potret Demonstrasi Ojek Online 28 Agustus...,Hoax,TurnBackHoax
"[SALAH] Video “Perwira TNI Tolak Kenaikan Pajak...
Unggahan video berisi klaim “perwira TNI...",Hoax,TurnBackHoax
[SALAH] Video “Perwira TNI Tolak Kenaikan Pajak...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Tenaga Pendamping Program Penyediaan...
Unggahan berisi tautan pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Tenaga Pendamping Program Penyediaan...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Gebyar Undian BRI Edisi HUT...
Unggahan berisi tautan “pendaftaran gebyar undian...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Gebyar Undian BRI Edisi HUT...,Hoax,TurnBackHoax
"[SALAH] Video Pejabat Korupsi China Dijemput Paksa...
Unggahan dengan narasi “video pejabat korupsi...",Hoax,TurnBackHoax
[SALAH] Video Pejabat Korupsi China Dijemput Paksa...,Hoax,TurnBackHoax
"[SALAH] Video “Warga Surabaya ke Jakarta, Ikut...
Unggahan video berisi klaim “warga Surabaya...",Hoax,TurnBackHoax
"[SALAH] Video “Warga Surabaya ke Jakarta, Ikut...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Bantuan Insentif untuk Guru Non-ASN
Unggahan berisi tautan “bantuan insentif untuk...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Bantuan Insentif untuk Guru Non-ASN,Hoax,TurnBackHoax
"[SALAH] Seduhan Daun Kelor dan Air Kelapa...
Unggahan berisi klaim “seduhan daun kelor...",Hoax,TurnBackHoax
[SALAH] Seduhan Daun Kelor dan Air Kelapa...,Hoax,TurnBackHoax
"[SALAH] Video Jakarta Membara, Demo 25 Agustus...
Unggahan berisi narasi “video Jakarta membara,...",Hoax,TurnBackHoax
"[SALAH] Video Jakarta Membara, Demo 25 Agustus...",Hoax,TurnBackHoax
"[SALAH] Rektor UGM, Ova Emilia Dipenjara Kasus...
Unggahan dengan narasi “Rektor UGM, Ova...",Hoax,TurnBackHoax
"[SALAH] Rektor UGM, Ova Emilia Dipenjara Kasus...",Hoax,TurnBackHoax
"[SALAH] Video Dokter Tirta Ungkap Cara Mengatasi...
Unggahan berisi klaim “video Dokter Tirta...",Hoax,TurnBackHoax
[SALAH] Video Dokter Tirta Ungkap Cara Mengatasi...,Hoax,TurnBackHoax
"[SALAH] Judul Artikel Gelora “Yaqut Cholil Qiemas:...
Faktanya judul asli artikel tersebut adalah...",Hoax,TurnBackHoax
[SALAH] Judul Artikel Gelora “Yaqut Cholil Qiemas:...,Hoax,TurnBackHoax
"[SALAH] Video “Rapat Presiden dan Menteri Setujui...
Unggahan video berisi klaim “rapat presiden...",Hoax,TurnBackHoax
[SALAH] Video “Rapat Presiden dan Menteri Setujui...,Hoax,TurnBackHoax
"[SALAH] Gubernur Jateng Minta Warga Pati Ampuni...
Unggahan video berisi klaim “Gubernur Jateng...",Hoax,TurnBackHoax
[SALAH] Gubernur Jateng Minta Warga Pati Ampuni...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Ramayana
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Ramayana,Hoax,TurnBackHoax
"[SALAH] Video “Demo saat Upacara HUT ke-80...
Unggahan video berisi klaim “ada demo...",Hoax,TurnBackHoax
[SALAH] Video “Demo saat Upacara HUT ke-80...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Pegadaian 2025
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Pegadaian 2025,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Bantuan Ayam Petelur Gratis”
Unggahan berisi tautan “pendaftaran program bantuan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran “Bantuan Ayam Petelur Gratis”,Hoax,TurnBackHoax
"[SALAH] Video Mahasiswa Berhasil Masuk Ke Gedung...
Unggahan dengan narasi “video mahasiswa berhasil...",Hoax,TurnBackHoax
[SALAH] Video Mahasiswa Berhasil Masuk Ke Gedung...,Hoax,TurnBackHoax
"[SALAH] Situasi di Jakarta Siaga 1, Demo...
Unggahan dengan narasi “Situasi demo di...",Hoax,TurnBackHoax
"[SALAH] Situasi di Jakarta Siaga 1, Demo...",Hoax,TurnBackHoax
"[PENIPUAN] Video “Bupati Pati Sudewo Promosikan Laman...
Unggahan video berisi klaim “Bupati Pati...",Hoax,TurnBackHoax
[PENIPUAN] Video “Bupati Pati Sudewo Promosikan Laman...,Hoax,TurnBackHoax
"[SALAH] Serangan Udara Kerajaan Thailand ke Dua...
Unggahan tersebut masuk ke kategori konteks...",Hoax,TurnBackHoax
[SALAH] Serangan Udara Kerajaan Thailand ke Dua...,Hoax,TurnBackHoax
"[SALAH] Ratusan Begal Motor Disebar di Jagorawi
Unggahan berisi narasi “ratusan begal motor...",Hoax,TurnBackHoax
[SALAH] Ratusan Begal Motor Disebar di Jagorawi,Hoax,TurnBackHoax
"[PENIPUAN] Ada Bantuan untuk TKI dari BP2MI...
Unggahan berisi klaim “ada bantuan untuk...",Hoax,TurnBackHoax
[PENIPUAN] Ada Bantuan untuk TKI dari BP2MI...,Hoax,TurnBackHoax
"[PENIPUAN] Sri Mulyani Umumkan Program Pemutihan Pinjol...
Unggahan berisi klaim “Sri Mulyani umumkan...",Hoax,TurnBackHoax
[PENIPUAN] Sri Mulyani Umumkan Program Pemutihan Pinjol...,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Badan Gizi Nasional Periode 20...
Unggahan berisi narasi “pendaftaran Badan Gizi...",Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Badan Gizi Nasional Periode 20...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja Trans Studio Indonesia
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja Trans Studio Indonesia,Hoax,TurnBackHoax
"[SALAH] Bank Indonesia Rilis Uang Pecahan Rp22.500,...
Unggahan berisi klaim “Bank Indonesia rilis...",Hoax,TurnBackHoax
"[SALAH] Bank Indonesia Rilis Uang Pecahan Rp22.500,...",Hoax,TurnBackHoax
"[SALAH] NASA Konfirmasi Ledakan Besar Gunung Aktif...
Unggahan dengan narasi “NASA konfirmasi ledakan...",Hoax,TurnBackHoax
[SALAH] NASA Konfirmasi Ledakan Besar Gunung Aktif...,Hoax,TurnBackHoax
"[SALAH] Tujuh Anggota Paskibra Meninggal karena Kelelahan...
Faktanya, tidak ditemukan informasi atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Tujuh Anggota Paskibra Meninggal karena Kelelahan...,Hoax,TurnBackHoax
"[SALAH] Pasha Ungu Mengundurkan Diri dari DPR
Unggahan dengan narasi “Pasha Ungu mengundurkan...",Hoax,TurnBackHoax
[SALAH] Pasha Ungu Mengundurkan Diri dari DPR,Hoax,TurnBackHoax
"[SALAH] Uang Baru Pecahan Rp250.000
Unggahan “uang baru pecahan Rp250.000” adalah...",Hoax,TurnBackHoax
[SALAH] Uang Baru Pecahan Rp250.000,Hoax,TurnBackHoax
"[SALAH] Video Wanita Aceh Berbicara di Depan...
Faktanya video wanita Aceh berbicara di...",Hoax,TurnBackHoax
[SALAH] Video Wanita Aceh Berbicara di Depan...,Hoax,TurnBackHoax
"[SALAH] KPK Panggil Megawati Terkait Puluhan Kasus...
Unggahan dengan narasi “KPK panggil Megawati...",Hoax,TurnBackHoax
[SALAH] KPK Panggil Megawati Terkait Puluhan Kasus...,Hoax,TurnBackHoax
"[SALAH] Penghasilan Pekerja Seks Komersial Bakal Kena...
Unggahan berisi narasi “penghasilan pekerja seks...",Hoax,TurnBackHoax
[SALAH] Penghasilan Pekerja Seks Komersial Bakal Kena...,Hoax,TurnBackHoax
"[SALAH] Ustaz Yusuf Mansyur Meninggal Dunia pada...
Unggahan foto berisi klaim “Ustaz Yusuf...",Hoax,TurnBackHoax
[SALAH] Ustaz Yusuf Mansyur Meninggal Dunia pada...,Hoax,TurnBackHoax
"[PENIPUAN] Pemerintah Bagikan Uang Sitaan Korupsi Impor...
Faktanya, tidak ditemukan informasi atau pemberitaan...",Hoax,TurnBackHoax
[PENIPUAN] Pemerintah Bagikan Uang Sitaan Korupsi Impor...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Calon ASN SPPI 2025
Unggahan berisi tautan “rekrutmen SPPI BGN...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Calon ASN SPPI 2025,Hoax,TurnBackHoax
"[SALAH] ASI Bisa Gantikan Fungsi Imunisasi Campak...
Unggahan video berisi klaim “ASI dapat...",Hoax,TurnBackHoax
[SALAH] ASI Bisa Gantikan Fungsi Imunisasi Campak...,Hoax,TurnBackHoax
"[SALAH] Ada Kenaikan Biaya Admin Bank Usai...
Unggahan berisi klaim “ada kenaikan biaya...",Hoax,TurnBackHoax
[SALAH] Ada Kenaikan Biaya Admin Bank Usai...,Hoax,TurnBackHoax
"[SALAH] Vaksin HPV Sebabkan Rahim Kering dan...
Unggahan berisi klaim “vaksin HPV sebabkan...",Hoax,TurnBackHoax
[SALAH] Vaksin HPV Sebabkan Rahim Kering dan...,Hoax,TurnBackHoax
"[SALAH] 3 Orang Tewas saat Demo di...
Unggahan berisi klaim ""3 orang tewas...",Hoax,TurnBackHoax
[SALAH] 3 Orang Tewas saat Demo di...,Hoax,TurnBackHoax
"[SALAH] Chandra Hamzah: Penjual Pecel Lele di...
Unggahan berisi “Chandra Hamzah: penjual pecel...",Hoax,TurnBackHoax
[SALAH] Chandra Hamzah: Penjual Pecel Lele di...,Hoax,TurnBackHoax
"[PENIPUAN] Gibran Bagi-Bagi Uang Rayakan HUT ke-80...
Unggahan video berisi klaim “Wapres Gibran...",Hoax,TurnBackHoax
[PENIPUAN] Gibran Bagi-Bagi Uang Rayakan HUT ke-80...,Hoax,TurnBackHoax
"[SALAH] Indonesia Nyatakan Siap Perang Lawan Malaysia...
Unggahan video berisi klaim “Indonesia nyatakan...",Hoax,TurnBackHoax
[SALAH] Indonesia Nyatakan Siap Perang Lawan Malaysia...,Hoax,TurnBackHoax
"[SALAH] 25 Agustus 2025 Bakal Ada Demo...
Unggahan video berisi klaim “25 Agustus...",Hoax,TurnBackHoax
[SALAH] 25 Agustus 2025 Bakal Ada Demo...,Hoax,TurnBackHoax
"[SALAH] Video “Prabowo Bela Bupati Sudewo”
Unggahan video berisi klaim “Prabowo bela...",Hoax,TurnBackHoax
[SALAH] Video “Prabowo Bela Bupati Sudewo”,Hoax,TurnBackHoax
"[SALAH] Prabowo Bakal Ambil Alih Seluruh Pabrik...
Unggahan video berisi klaim “Prabowo bakal...",Hoax,TurnBackHoax
[SALAH] Prabowo Bakal Ambil Alih Seluruh Pabrik...,Hoax,TurnBackHoax
"[PENIPUAN] PGI Berikan Bantuan Pembangunan Gereja Lewat...
Unggahan berisi klaim “PGI berikan bantuan...",Hoax,TurnBackHoax
[PENIPUAN] PGI Berikan Bantuan Pembangunan Gereja Lewat...,Hoax,TurnBackHoax
"[SALAH] Aceh Kini Kibarkan Bendera Sendiri
Video dengan klaim “Aceh kini kibarkan...",Hoax,TurnBackHoax
[SALAH] Aceh Kini Kibarkan Bendera Sendiri,Hoax,TurnBackHoax
"[SALAH] Ada Biaya untuk Pembukaan Rekening yang...
Unggahan berisi klaim “ada biaya untuk...",Hoax,TurnBackHoax
[SALAH] Ada Biaya untuk Pembukaan Rekening yang...,Hoax,TurnBackHoax
"[SALAH] Thailand Jatuhkan Asap Beracun di Kamboja
Unggahan video berisi klaim “Thailand jatuhkan...",Hoax,TurnBackHoax
[SALAH] Thailand Jatuhkan Asap Beracun di Kamboja,Hoax,TurnBackHoax
"[SALAH] Prabowo Lepas Pulau Layang-Layang untuk Malaysia
Unggahan video berisi klaim “Prabowo lepas...",Hoax,TurnBackHoax
[SALAH] Prabowo Lepas Pulau Layang-Layang untuk Malaysia,Hoax,TurnBackHoax
"[SALAH] Pelatih Paus Jessica Radcliffe Meninggal Akibat...
Video “Pelatih Paus Jessica radcliffe meninggal...",Hoax,TurnBackHoax
[SALAH] Pelatih Paus Jessica Radcliffe Meninggal Akibat...,Hoax,TurnBackHoax
"[SALAH] Pemerintah Resmi Mengembalikan Hasil Sitaan Judi...
Unggahan berisi “Pemerintah resmi mengembalikan hasil...",Hoax,TurnBackHoax
[SALAH] Pemerintah Resmi Mengembalikan Hasil Sitaan Judi...,Hoax,TurnBackHoax
